VALUE,COUNT,ECOREGION_RASTER,US_200EVT,ECO_NAME,EVT_NAME,EVT_PHYS
940,3852,17071,7009,Fescue-Mixed Grass Prairie,Northwestern Great Plains Aspen Forest and Parkland,Hardwood
941,1704,17071,7013,Fescue-Mixed Grass Prairie,Western Great Plains Dry Bur Oak Forest and Woodland,Hardwood
942,1215,17071,9179,Fescue-Mixed Grass Prairie,North-Central Interior Floodplain Forest,Riparian
943,299822,17092,7055,Columbia Plateau,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer
944,28232,17030,9002,Canadian Rocky Mountains,Columbia Basin Foothill Riparian Woodland,Riparian
945,24404,17030,9309,Canadian Rocky Mountains,Great Basin & Intermountain Introduced Perennial Grassland and Forbland,Exotic Herbaceous
946,1,17030,9005,Canadian Rocky Mountains,Inter-Mountain Basins Alkaline Closed Depression,Riparian
947,2,17072,9679,Northern Great Plains Steppe,North-Central Interior Floodplain Shrubland,Riparian
948,584,17030,9307,Canadian Rocky Mountains,Great Basin & Intermountain Introduced Annual and Biennial Forbland,Exotic Herbaceous
949,1538,17030,9006,Canadian Rocky Mountains,Inter-Mountain Basins Cliff and Canyon,Sparsely Vegetated
950,2407,17030,9502,Canadian Rocky Mountains,Columbia Basin Foothill Riparian Shrubland,Riparian
951,797771,17064,9816,Aspen Parkland,Northern & Central Plains Ruderal & Planted Grassland,Exotic Herbaceous
952,152464,17064,7141,Aspen Parkland,Northwestern Great Plains Mixedgrass Prairie,Grassland
953,209530,17064,7482,Aspen Parkland,Great Plains Prairie Pothole,Riparian
954,3560874,17064,7965,Aspen Parkland,Western Cool Temperate Close Grown Crop,Agricultural
955,504456,17064,7299,Aspen Parkland,Developed-Roads,Developed-Roads
956,377588,17064,7292,Aspen Parkland,Open Water,Open Water
957,4834449,17064,7968,Aspen Parkland,Western Cool Temperate Wheat,Agricultural
958,141156,17064,7903,Aspen Parkland,Western Cool Temperate Urban Herbaceous,Developed
959,265744,17064,7488,Aspen Parkland,Eastern Great Plains Wet Meadow-Prairie-Marsh,Riparian
960,30822,17064,7904,Aspen Parkland,Western Cool Temperate Urban Shrubland,Developed
961,38374,17064,7900,Aspen Parkland,Western Cool Temperate Urban Deciduous Forest,Developed
962,3761318,17064,7964,Aspen Parkland,Western Cool Temperate Row Crop,Agricultural
963,47438,17064,7296,Aspen Parkland,Developed-Low Intensity,Developed-Low Intensity
964,624783,17064,7967,Aspen Parkland,Western Cool Temperate Pasture and Hayland,Agricultural
965,412573,17064,7009,Aspen Parkland,Northwestern Great Plains Aspen Forest and Parkland,Hardwood
966,91604,17064,9318,Aspen Parkland,Northern & Central Ruderal Wet Meadow & Marsh,Riparian
967,58202,17064,9179,Aspen Parkland,North-Central Interior Floodplain Forest,Riparian
968,53192,17064,7966,Aspen Parkland,Western Cool Temperate Fallow/Idle Cropland,Agricultural
969,233607,17064,7013,Aspen Parkland,Western Great Plains Dry Bur Oak Forest and Woodland,Hardwood
970,38638,17064,7385,Aspen Parkland,Great Plains Wooded Draw and Ravine Woodland,Riparian
971,362,17064,-9999,Aspen Parkland, , 
972,2403,17064,7901,Aspen Parkland,Western Cool Temperate Urban Evergreen Forest,Developed
973,70673,17064,9027,Aspen Parkland,Western Great Plains Open Freshwater Depression Wetland,Riparian
974,8458,17064,7902,Aspen Parkland,Western Cool Temperate Urban Mixed Forest,Developed
975,2944,17064,9316,Aspen Parkland,Northern & Central Plains Ruderal & Planted Shrubland,Exotic Tree-Shrub
976,156,17064,9679,Aspen Parkland,North-Central Interior Floodplain Shrubland,Riparian
977,1,17071,7010,Fescue-Mixed Grass Prairie,Northern Rocky Mountain Western Larch Savanna,Conifer
978,13222,17064,7297,Aspen Parkland,Developed-Medium Intensity,Developed-Medium Intensity
979,11526,17016,7464,Northern Appalachian / Acadian,Acadian Sub-Boreal Spruce Barrens,Conifer
980,1234,17064,9023,Aspen Parkland,Western Great Plains Badlands,Sparsely Vegetated
981,168,17071,9679,Fescue-Mixed Grass Prairie,North-Central Interior Floodplain Shrubland,Riparian
982,1036,17064,7295,Aspen Parkland,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
983,508,17064,7195,Aspen Parkland,Recently Burned-Herb and Grass Cover,Grassland
984,3475,17064,7298,Aspen Parkland,Developed-High Intensity,Developed-High Intensity
985,2,17071,7942,Fescue-Mixed Grass Prairie,Western Cool Temperate Developed Ruderal Mixed Forested Wetland,Developed
986,83,17071,7150,Fescue-Mixed Grass Prairie,Western Great Plains Tallgrass Prairie,Grassland
987,23962,17064,7924,Aspen Parkland,Western Cool Temperate Developed Ruderal Grassland,Developed
988,2367,17064,7944,Aspen Parkland,Western Cool Temperate Developed Ruderal Herbaceous Wetland,Developed
989,350557,17064,7420,Aspen Parkland,Northern Tallgrass Prairie,Grassland
990,105003,17092,7142,Columbia Plateau,Columbia Basin Palouse Prairie,Grassland
991,270,17064,7923,Aspen Parkland,Western Cool Temperate Developed Ruderal Shrubland,Developed
992,114793,17072,7150,Northern Great Plains Steppe,Western Great Plains Tallgrass Prairie,Grassland
993,11736649,17069,7968,Dakota Mixed-Grass Prairie,Western Cool Temperate Wheat,Agricultural
994,3151023,17069,7299,Dakota Mixed-Grass Prairie,Developed-Roads,Developed-Roads
995,9316514,17069,9816,Dakota Mixed-Grass Prairie,Northern & Central Plains Ruderal & Planted Grassland,Exotic Herbaceous
996,5141754,17069,7965,Dakota Mixed-Grass Prairie,Western Cool Temperate Close Grown Crop,Agricultural
997,340248,17069,9318,Dakota Mixed-Grass Prairie,Northern & Central Ruderal Wet Meadow & Marsh,Riparian
998,15569436,17069,7967,Dakota Mixed-Grass Prairie,Western Cool Temperate Pasture and Hayland,Agricultural
999,935289,17069,7488,Dakota Mixed-Grass Prairie,Eastern Great Plains Wet Meadow-Prairie-Marsh,Riparian
1000,2001754,17069,7420,Dakota Mixed-Grass Prairie,Northern Tallgrass Prairie,Grassland
1001,16,17030,9504,Canadian Rocky Mountains,Columbia Basin Foothill Riparian Herbaceous,Riparian
1002,48077035,17069,7964,Dakota Mixed-Grass Prairie,Western Cool Temperate Row Crop,Agricultural
1003,903213,17069,7903,Dakota Mixed-Grass Prairie,Western Cool Temperate Urban Herbaceous,Developed
1004,172576,17069,7900,Dakota Mixed-Grass Prairie,Western Cool Temperate Urban Deciduous Forest,Developed
1005,1432064,17069,7482,Dakota Mixed-Grass Prairie,Great Plains Prairie Pothole,Riparian
1006,6334,17016,7970,Northern Appalachian / Acadian,Eastern Cool Temperate Orchard,Agricultural
1007,2498,17064,7920,Aspen Parkland,Western Cool Temperate Developed Ruderal Deciduous Forest,Developed
1008,209,17064,7942,Aspen Parkland,Western Cool Temperate Developed Ruderal Mixed Forested Wetland,Developed
1009,121,17064,7193,Aspen Parkland,Recently Logged-Tree Cover,Conifer
1010,3912571,17069,7292,Dakota Mixed-Grass Prairie,Open Water,Open Water
1011,213275,17069,7904,Dakota Mixed-Grass Prairie,Western Cool Temperate Urban Shrubland,Developed
1012,54,17064,7191,Aspen Parkland,Recently Logged-Herb and Grass Cover,Grassland
1013,1581,17064,7085,Aspen Parkland,Northwestern Great Plains Shrubland,Shrubland
1014,66463,17069,7902,Dakota Mixed-Grass Prairie,Western Cool Temperate Urban Mixed Forest,Developed
1015,117112,17069,7009,Dakota Mixed-Grass Prairie,Northwestern Great Plains Aspen Forest and Parkland,Hardwood
1016,67543,17069,9179,Dakota Mixed-Grass Prairie,North-Central Interior Floodplain Forest,Riparian
1017,914051,17069,7013,Dakota Mixed-Grass Prairie,Western Great Plains Dry Bur Oak Forest and Woodland,Hardwood
1018,342,17064,7940,Aspen Parkland,Western Cool Temperate Developed Ruderal Deciduous Forested Wetland,Developed
1019,29,17064,9024,Aspen Parkland,Western Great Plains Cliff and Outcrop,Sparsely Vegetated
1020,485418,17069,7966,Dakota Mixed-Grass Prairie,Western Cool Temperate Fallow/Idle Cropland,Agricultural
1021,198499,17069,7296,Dakota Mixed-Grass Prairie,Developed-Low Intensity,Developed-Low Intensity
1022,1108,17049,7965,West Cascades,Western Cool Temperate Close Grown Crop,Agricultural
1023,200246,17069,7385,Dakota Mixed-Grass Prairie,Great Plains Wooded Draw and Ravine Woodland,Riparian
1024,37624,17041,7008,Pacific Northwest Coast,North Pacific Oak Woodland,Hardwood
1025,9218837,17073,7968,Northern Tallgrass Prairie,Western Cool Temperate Wheat,Agricultural
1026,8033280,17073,9817,Northern Tallgrass Prairie,Northern & Central Ruderal Meadow,Exotic Herbaceous
1027,1919390,17073,7310,Northern Tallgrass Prairie,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood
1028,3424967,17073,7965,Northern Tallgrass Prairie,Western Cool Temperate Close Grown Crop,Agricultural
1029,814360,17073,9179,Northern Tallgrass Prairie,North-Central Interior Floodplain Forest,Riparian
1030,90630567,17073,7964,Northern Tallgrass Prairie,Western Cool Temperate Row Crop,Agricultural
1031,2619113,17073,7488,Northern Tallgrass Prairie,Eastern Great Plains Wet Meadow-Prairie-Marsh,Riparian
1032,7129029,17073,7967,Northern Tallgrass Prairie,Western Cool Temperate Pasture and Hayland,Agricultural
1033,1000770,17073,9318,Northern Tallgrass Prairie,Northern & Central Ruderal Wet Meadow & Marsh,Riparian
1034,2493231,17073,7420,Northern Tallgrass Prairie,Northern Tallgrass Prairie,Grassland
1035,85,17073,-9999,Northern Tallgrass Prairie, , 
1036,6140411,17073,7299,Northern Tallgrass Prairie,Developed-Roads,Developed-Roads
1037,30530,17073,7268,Northern Tallgrass Prairie,Eastern Great Plains Tallgrass Aspen Shrubland,Shrubland
1038,410397,17069,9027,Dakota Mixed-Grass Prairie,Western Great Plains Open Freshwater Depression Wetland,Riparian
1039,9193,17073,7385,Northern Tallgrass Prairie,Great Plains Wooded Draw and Ravine Woodland,Riparian
1040,381973,17073,7966,Northern Tallgrass Prairie,Western Cool Temperate Fallow/Idle Cropland,Agricultural
1041,1873444,17073,9816,Northern Tallgrass Prairie,Northern & Central Plains Ruderal & Planted Grassland,Exotic Herbaceous
1042,674553,17073,9315,Northern Tallgrass Prairie,Northern & Central Native Ruderal Forest,Conifer-Hardwood
1043,798916,17073,7331,Northern Tallgrass Prairie,Eastern Great Plains Tallgrass Aspen Forest and Woodland,Hardwood
1044,1122643,17073,7296,Northern Tallgrass Prairie,Developed-Low Intensity,Developed-Low Intensity
1045,521039,17073,7297,Northern Tallgrass Prairie,Developed-Medium Intensity,Developed-Medium Intensity
1046,1552409,17073,7903,Northern Tallgrass Prairie,Western Cool Temperate Urban Herbaceous,Developed
1047,113608,17073,9317,Northern Tallgrass Prairie,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub
1048,17315,17073,7013,Northern Tallgrass Prairie,Western Great Plains Dry Bur Oak Forest and Woodland,Hardwood
1049,955,17073,7009,Northern Tallgrass Prairie,Northwestern Great Plains Aspen Forest and Parkland,Hardwood
1050,106361,17073,7412,Northern Tallgrass Prairie,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland
1051,4074439,17073,7292,Northern Tallgrass Prairie,Open Water,Open Water
1052,269399,17073,7904,Northern Tallgrass Prairie,Western Cool Temperate Urban Shrubland,Developed
1053,450137,17073,7482,Northern Tallgrass Prairie,Great Plains Prairie Pothole,Riparian
1054,212567,17073,7900,Northern Tallgrass Prairie,Western Cool Temperate Urban Deciduous Forest,Developed
1055,162088,17073,7298,Northern Tallgrass Prairie,Developed-High Intensity,Developed-High Intensity
1056,223102,17073,7924,Northern Tallgrass Prairie,Western Cool Temperate Developed Ruderal Grassland,Developed
1057,10465,17069,9316,Dakota Mixed-Grass Prairie,Northern & Central Plains Ruderal & Planted Shrubland,Exotic Tree-Shrub
1058,35454,17073,7295,Northern Tallgrass Prairie,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
1059,12077,17073,9679,Northern Tallgrass Prairie,North-Central Interior Floodplain Shrubland,Riparian
1060,870728,17073,7481,Northern Tallgrass Prairie,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian
1061,157337,17073,9620,Northern Tallgrass Prairie,Laurentian-Acadian Shrub Swamp,Riparian
1062,142774,17073,9314,Northern Tallgrass Prairie,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian
1063,134223,17073,9114,Northern Tallgrass Prairie,Laurentian-Acadian Alkaline Fen,Riparian
1064,653014,17073,9120,Northern Tallgrass Prairie,Laurentian-Acadian Wet Meadow,Riparian
1065,185724,17073,9118,Northern Tallgrass Prairie,Laurentian-Acadian Freshwater Marsh,Riparian
1066,147887,17073,9056,Northern Tallgrass Prairie,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian
1067,924,17073,9617,Northern Tallgrass Prairie,Laurentian-Acadian Floodplain Shrubland,Riparian
1068,9420,17073,7290,Northern Tallgrass Prairie,North-Central Oak Barrens Herbaceous,Grassland
1069,4033,17073,7444,Northern Tallgrass Prairie,Eastern Boreal Floodplain Woodland,Riparian
1070,7295,17073,9117,Northern Tallgrass Prairie,Laurentian-Acadian Floodplain Forest,Riparian
1071,92438,17023,7420,Superior Mixed Forest,Northern Tallgrass Prairie,Grassland
1072,43046,17073,9057,Northern Tallgrass Prairie,Boreal-Laurentian-Acadian Acidic Basin Fen,Riparian
1073,158009,17023,7331,Superior Mixed Forest,Eastern Great Plains Tallgrass Aspen Forest and Woodland,Hardwood
1074,1364,17023,7900,Superior Mixed Forest,Western Cool Temperate Urban Deciduous Forest,Developed
1075,4917,17023,7268,Superior Mixed Forest,Eastern Great Plains Tallgrass Aspen Shrubland,Shrubland
1076,918,17023,7922,Superior Mixed Forest,Western Cool Temperate Developed Ruderal Mixed Forest,Developed
1077,4412,17023,7924,Superior Mixed Forest,Western Cool Temperate Developed Ruderal Grassland,Developed
1078,225,17023,7923,Superior Mixed Forest,Western Cool Temperate Developed Ruderal Shrubland,Developed
1079,10731,17023,7903,Superior Mixed Forest,Western Cool Temperate Urban Herbaceous,Developed
1080,2621,17023,7904,Superior Mixed Forest,Western Cool Temperate Urban Shrubland,Developed
1081,114512,17023,7968,Superior Mixed Forest,Western Cool Temperate Wheat,Agricultural
1082,349815,17023,7964,Superior Mixed Forest,Western Cool Temperate Row Crop,Agricultural
1083,289286,17023,9318,Superior Mixed Forest,Northern & Central Ruderal Wet Meadow & Marsh,Riparian
1084,908288,17023,7310,Superior Mixed Forest,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood
1085,207,17073,7272,Northern Tallgrass Prairie,Eastern Boreal Floodplain Shrubland,Riparian
1086,6575,17023,7966,Superior Mixed Forest,Western Cool Temperate Fallow/Idle Cropland,Agricultural
1087,72376,17023,7967,Superior Mixed Forest,Western Cool Temperate Pasture and Hayland,Agricultural
1088,172411,17073,7311,Northern Tallgrass Prairie,North-Central Interior Dry Oak Forest and Woodland,Hardwood
1089,82771,17023,7965,Superior Mixed Forest,Western Cool Temperate Close Grown Crop,Agricultural
1090,22105,17073,7395,Northern Tallgrass Prairie,North-Central Oak Barrens Woodland,Hardwood
1091,94328,17073,7902,Northern Tallgrass Prairie,Western Cool Temperate Urban Mixed Forest,Developed
1092,355242,17023,7978,Superior Mixed Forest,Eastern Cool Temperate Wheat,Agricultural
1093,126122,17023,7295,Superior Mixed Forest,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
1094,22360,17073,7944,Northern Tallgrass Prairie,Western Cool Temperate Developed Ruderal Herbaceous Wetland,Developed
1095,29168,17073,7920,Northern Tallgrass Prairie,Western Cool Temperate Developed Ruderal Deciduous Forest,Developed
1096,39643,17073,7901,Northern Tallgrass Prairie,Western Cool Temperate Urban Evergreen Forest,Developed
1097,50505,17073,7195,Northern Tallgrass Prairie,Recently Burned-Herb and Grass Cover,Grassland
1098,6188,17073,7197,Northern Tallgrass Prairie,Recently Burned-Tree Cover,Conifer
1099,4944,17073,7196,Northern Tallgrass Prairie,Recently Burned-Shrub Cover,Shrubland
1100,367,17023,7902,Superior Mixed Forest,Western Cool Temperate Urban Mixed Forest,Developed
1101,146,17023,7901,Superior Mixed Forest,Western Cool Temperate Urban Evergreen Forest,Developed
1102,24312,17069,7901,Dakota Mixed-Grass Prairie,Western Cool Temperate Urban Evergreen Forest,Developed
1103,63668,17069,7297,Dakota Mixed-Grass Prairie,Developed-Medium Intensity,Developed-Medium Intensity
1104,94296,17069,7924,Dakota Mixed-Grass Prairie,Western Cool Temperate Developed Ruderal Grassland,Developed
1105,7341,17073,7942,Northern Tallgrass Prairie,Western Cool Temperate Developed Ruderal Mixed Forested Wetland,Developed
1106,18930,17069,7298,Dakota Mixed-Grass Prairie,Developed-High Intensity,Developed-High Intensity
1107,3435,17072,7200,Northern Great Plains Steppe,Recently Disturbed Other-Tree Cover,Conifer
1108,491,17023,7920,Superior Mixed Forest,Western Cool Temperate Developed Ruderal Deciduous Forest,Developed
1109,1349,17064,7310,Aspen Parkland,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood
1110,142,17064,9315,Aspen Parkland,Northern & Central Native Ruderal Forest,Conifer-Hardwood
1111,19791,17073,7922,Northern Tallgrass Prairie,Western Cool Temperate Developed Ruderal Mixed Forest,Developed
1112,690,17064,7331,Aspen Parkland,Eastern Great Plains Tallgrass Aspen Forest and Woodland,Hardwood
1113,38997,17023,7198,Superior Mixed Forest,Recently Disturbed Other-Herb and Grass Cover,Grassland
1114,4957,17064,9817,Aspen Parkland,Northern & Central Ruderal Meadow,Exotic Herbaceous
1115,86336,17023,7200,Superior Mixed Forest,Recently Disturbed Other-Tree Cover,Conifer
1116,6386,17069,7944,Dakota Mixed-Grass Prairie,Western Cool Temperate Developed Ruderal Herbaceous Wetland,Developed
1117,16970,17023,7199,Superior Mixed Forest,Recently Disturbed Other-Shrub Cover,Shrubland
1118,2005,17073,7191,Northern Tallgrass Prairie,Recently Logged-Herb and Grass Cover,Grassland
1119,15,17064,9317,Aspen Parkland,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub
1120,1905,17069,9679,Dakota Mixed-Grass Prairie,North-Central Interior Floodplain Shrubland,Riparian
1121,31,17064,7268,Aspen Parkland,Eastern Great Plains Tallgrass Aspen Shrubland,Shrubland
1122,29895,17069,9023,Dakota Mixed-Grass Prairie,Western Great Plains Badlands,Sparsely Vegetated
1123,371,17023,7944,Superior Mixed Forest,Western Cool Temperate Developed Ruderal Herbaceous Wetland,Developed
1124,41,17064,7200,Aspen Parkland,Recently Disturbed Other-Tree Cover,Conifer
1125,13,17064,7198,Aspen Parkland,Recently Disturbed Other-Herb and Grass Cover,Grassland
1126,155093,17049,9160,West Cascades,North Pacific Active Volcanic Rock and Cinder Land,Sparsely Vegetated
1127,1294,17016,9116,Northern Appalachian / Acadian,Laurentian-Acadian Calcareous Rocky Outcrop Woodland,Conifer-Hardwood
1128,448,17023,7942,Superior Mixed Forest,Western Cool Temperate Developed Ruderal Mixed Forested Wetland,Developed
1129,58742,17023,7196,Superior Mixed Forest,Recently Burned-Shrub Cover,Shrubland
1130,118144,17023,7195,Superior Mixed Forest,Recently Burned-Herb and Grass Cover,Grassland
1131,174,17073,7943,Northern Tallgrass Prairie,Western Cool Temperate Developed Ruderal Shrub Wetland,Developed
1132,2729,17073,7923,Northern Tallgrass Prairie,Western Cool Temperate Developed Ruderal Shrubland,Developed
1133,2138,17072,9018,Northern Great Plains Steppe,Rocky Mountain Cliff Canyon and Massive Bedrock,Sparsely Vegetated
1134,1357,17073,9089,Northern Tallgrass Prairie,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer
1135,7,17023,7943,Superior Mixed Forest,Western Cool Temperate Developed Ruderal Shrub Wetland,Developed
1136,4822,17069,7295,Dakota Mixed-Grass Prairie,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
1137,1585027,17023,7239,Superior Mixed Forest,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood
1138,177,17023,7921,Superior Mixed Forest,Western Cool Temperate Developed Ruderal Evergreen Forest,Developed
1139,439,17069,7923,Dakota Mixed-Grass Prairie,Western Cool Temperate Developed Ruderal Shrubland,Developed
1140,25596,17023,7412,Superior Mixed Forest,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland
1141,227,17069,7193,Dakota Mixed-Grass Prairie,Recently Logged-Tree Cover,Conifer
1142,65,17073,7200,Northern Tallgrass Prairie,Recently Disturbed Other-Tree Cover,Conifer
1143,194723,17049,7173,West Cascades,North Pacific Wooded Volcanic Flowage,Conifer
1144,863,17069,7191,Dakota Mixed-Grass Prairie,Recently Logged-Herb and Grass Cover,Grassland
1145,845,17069,7940,Dakota Mixed-Grass Prairie,Western Cool Temperate Developed Ruderal Deciduous Forested Wetland,Developed
1146,5,17064,7943,Aspen Parkland,Western Cool Temperate Developed Ruderal Shrub Wetland,Developed
1147,3253,17069,7920,Dakota Mixed-Grass Prairie,Western Cool Temperate Developed Ruderal Deciduous Forest,Developed
1148,2044,17073,7193,Northern Tallgrass Prairie,Recently Logged-Tree Cover,Conifer
1149,621,17073,7198,Northern Tallgrass Prairie,Recently Disturbed Other-Herb and Grass Cover,Grassland
1150,2528,17069,9024,Dakota Mixed-Grass Prairie,Western Great Plains Cliff and Outcrop,Sparsely Vegetated
1151,16,17069,7943,Dakota Mixed-Grass Prairie,Western Cool Temperate Developed Ruderal Shrub Wetland,Developed
1152,130,17023,9113,Superior Mixed Forest,Laurentian-Acadian Acidic Cliff and Talus,Sparsely Vegetated
1153,45,17071,9021,Fescue-Mixed Grass Prairie,Rocky Mountain Subalpine-Montane Riparian Shrubland,Riparian
1154,62,17071,9022,Fescue-Mixed Grass Prairie,Rocky Mountain Subalpine-Montane Riparian Woodland,Riparian
1155,467,17071,7055,Fescue-Mixed Grass Prairie,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer
1156,9625,17069,7195,Dakota Mixed-Grass Prairie,Recently Burned-Herb and Grass Cover,Grassland
1157,424882,17072,9025,Northern Great Plains Steppe,Western Great Plains Closed Depression Wetland,Riparian
1158,947035,17023,9312,Superior Mixed Forest,Northeastern North American Temperate Forest Plantation,Conifer
1159,420,17016,7197,Northern Appalachian / Acadian,Recently Burned-Tree Cover,Conifer
1160,1297,17072,7061,Northern Great Plains Steppe,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Conifer-Hardwood
1161,224,17023,7290,Superior Mixed Forest,North-Central Oak Barrens Herbaceous,Grassland
1162,22726,17023,7395,Superior Mixed Forest,North-Central Oak Barrens Woodland,Hardwood
1163,106089,17069,7085,Dakota Mixed-Grass Prairie,Northwestern Great Plains Shrubland,Shrubland
1164,133079,17023,7197,Superior Mixed Forest,Recently Burned-Tree Cover,Conifer
1165,37,17071,7169,Fescue-Mixed Grass Prairie,Northern Rocky Mountain Subalpine Deciduous Shrubland,Shrubland
1166,9,17064,7197,Aspen Parkland,Recently Burned-Tree Cover,Conifer
1167,796,17069,7942,Dakota Mixed-Grass Prairie,Western Cool Temperate Developed Ruderal Mixed Forested Wetland,Developed
1168,3,17064,9314,Aspen Parkland,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian
1169,259,17073,7192,Northern Tallgrass Prairie,Recently Logged-Shrub Cover,Shrubland
1170,68635,17049,7053,West Cascades,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer
1171,6,17064,7412,Aspen Parkland,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland
1172,46548,17072,9011,Northern Great Plains Steppe,North American Arid West Emergent Marsh,Riparian
1173,307998,17031,7173,East Cascades - Modoc Plateau,North Pacific Wooded Volcanic Flowage,Conifer
1174,545,17073,7085,Northern Tallgrass Prairie,Northwestern Great Plains Shrubland,Shrubland
1175,2923895,17026,7967,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,Western Cool Temperate Pasture and Hayland,Agricultural
1176,696084,17026,7296,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,Developed-Low Intensity,Developed-Low Intensity
1177,1021684,17026,7299,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,Developed-Roads,Developed-Roads
1178,158018,17026,7903,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,Western Cool Temperate Urban Herbaceous,Developed
1179,150753,17026,7900,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,Western Cool Temperate Urban Deciduous Forest,Developed
1180,2137918,17026,7037,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest,Conifer
1181,147108,17026,7901,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,Western Cool Temperate Urban Evergreen Forest,Developed
1182,617567,17026,7156,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,North Pacific Lowland Riparian Forest,Riparian
1183,701223,17026,7039,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest,Conifer
1184,42992,17026,9326,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,Southern Vancouverian Lowland Ruderal Shrubland,Exotic Tree-Shrub
1185,22266,17026,7157,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,North Pacific Lowland Riparian Shrubland,Riparian
1186,280802,17026,7662,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,Temperate Pacific Freshwater Emergent Marsh,Riparian
1187,242793,17026,7924,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,Western Cool Temperate Developed Ruderal Grassland,Developed
1188,195153,17026,9826,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,Southern Vancouverian Lowland Ruderal Grassland,Exotic Herbaceous
1189,444024,17026,9170,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,North Pacific Lowland Mixed Hardwood-Conifer Forest,Conifer-Hardwood
1190,373063,17026,7292,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,Open Water,Open Water
1191,453626,17026,7035,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,North Pacific Dry Douglas-fir-(Madrone) Forest and Woodland,Conifer
1192,78875,17026,7902,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,Western Cool Temperate Urban Mixed Forest,Developed
1193,638269,17026,7063,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,North Pacific Broadleaf Landslide Forest,Hardwood
1194,25,17041,7963,Pacific Northwest Coast,Western Cool Temperate Row Crop - Close Grown Crop,Agricultural
1195,797,17073,7394,Northern Tallgrass Prairie,North-Central Interior Oak Savanna,Hardwood
1196,10965,17026,7733,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,North Pacific Montane Massive Bedrock-Cliff and Talus,Sparsely Vegetated
1197,11704,17026,9165,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,North Pacific Hardwood-Conifer Swamp,Riparian
1198,21223,17023,7488,Superior Mixed Forest,Eastern Great Plains Wet Meadow-Prairie-Marsh,Riparian
